"source","source_id","app","author","date_iso","country","rating","title","body","url","parent_id","score_or_upvotes","raw_json"
"play_store","54034685-5274-463f-a1cb-9c98d9279f04","flow","casabie omar","2026-05-22T00:22:15","us","1","","ang pangit ng apps na ito, simple prompt lang hindi pa magaya.. mas ok pa ang website nila kay sa apps na ito😒","https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=54034685-5274-463f-a1cb-9c98d9279f04","","0","{""reviewId"": ""54034685-5274-463f-a1cb-9c98d9279f04"", ""userName"": ""casabie omar"", ""userImage"": ""https://play-lh.googleusercontent.com/a-/ALV-UjUyexeSyYeu2dyho56xJkYa1_wxGdDWvQwHNxNvQchPa8aY6Ow"", ""content"": ""ang pangit ng apps na ito, simple prompt lang hindi pa magaya.. mas ok pa ang website nila kay sa apps na ito😒"", ""score"": 1, ""thumbsUpCount"": 0, ""reviewCreatedVersion"": null, ""at"": ""2026-05-22 00:22:15"", ""replyContent"": null, ""repliedAt"": null, ""appVersion"": null}"
"play_store","19620e52-237b-423c-9421-651263117d5f","flow","ASHA RAM","2026-05-22T00:00:57","us","5","","the best","https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=19620e52-237b-423c-9421-651263117d5f","","0","{""reviewId"": ""19620e52-237b-423c-9421-651263117d5f"", ""userName"": ""ASHA RAM"", ""userImage"": ""https://play-lh.googleusercontent.com/a/ACg8ocK8J1V1SbfvH2hvoZHNcRhO8yHw0skNJMYmtsKR7FSVDX3G1A=mo"", ""content"": ""the best"", ""score"": 5, ""thumbsUpCount"": 0, ""reviewCreatedVersion"": ""1.434.9"", ""at"": ""2026-05-22 00:00:57"", ""replyContent"": null, ""repliedAt"": null, ""appVersion"": ""1.434.9""}"
"play_store","6be7eaca-aecf-4d1a-9f9b-621e7e72cfec","flow","Halim Hial","2026-05-21T23:35:04","sa","5","","Good initial experience","https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=6be7eaca-aecf-4d1a-9f9b-621e7e72cfec","","0","{""reviewId"": ""6be7eaca-aecf-4d1a-9f9b-621e7e72cfec"", ""userName"": ""Halim Hial"", ""userImage"": ""https://play-lh.googleusercontent.com/a/ACg8ocJBSHBOAe0VnDOuT3CR3Crt5mnxcg9eZFZnMHoY1iwy2ZE3iQ=mo"", ""content"": ""Good initial experience"", ""score"": 5, ""thumbsUpCount"": 0, ""reviewCreatedVersion"": null, ""at"": ""2026-05-21 23:35:04"", ""replyContent"": null, ""repliedAt"": null, ""appVersion"": null}"
"play_store","1d58032f-fc3e-4f15-9389-0e06ecf1d6be","flow","Ahmed hassan","2026-05-21T23:26:46","sa","5","","💙","https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=1d58032f-fc3e-4f15-9389-0e06ecf1d6be","","0","{""reviewId"": ""1d58032f-fc3e-4f15-9389-0e06ecf1d6be"", ""userName"": ""Ahmed hassan"", ""userImage"": ""https://play-lh.googleusercontent.com/a-/ALV-UjVEGxjXVjNpQkaZWLTk-_k3bYdfunTLMlODnTJd5MoGoEksK8E"", ""content"": ""💙"", ""score"": 5, ""thumbsUpCount"": 0, ""reviewCreatedVersion"": null, ""at"": ""2026-05-21 23:26:46"", ""replyContent"": null, ""repliedAt"": null, ""appVersion"": null}"
"play_store","04424d66-5537-4c37-bd78-45152563a52a","flow","MUHAMMED CUNEYD","2026-05-21T23:20:04","sa","5","","احسنت جوجل","https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=04424d66-5537-4c37-bd78-45152563a52a","","0","{""reviewId"": ""04424d66-5537-4c37-bd78-45152563a52a"", ""userName"": ""MUHAMMED CUNEYD"", ""userImage"": ""https://play-lh.googleusercontent.com/a-/ALV-UjWLc4Y5r2QcrThIhlcnUaQHpkUewFOs8yh0fM48JNh2rpZnN0U8"", ""content"": ""احسنت جوجل"", ""score"": 5, ""thumbsUpCount"": 0, ""reviewCreatedVersion"": ""1.434.9"", ""at"": ""2026-05-21 23:20:04"", ""replyContent"": null, ""repliedAt"": null, ""appVersion"": ""1.434.9""}"
"play_store","d1e4b41e-94b6-485a-8737-c1d181389139","flow","مجتبى ”برشلوني دائماً وأبداً“ قدامة","2026-05-21T23:17:36","sa","1","","ارجوكم خلوه يعمل في السودان","https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=d1e4b41e-94b6-485a-8737-c1d181389139","","0","{""reviewId"": ""d1e4b41e-94b6-485a-8737-c1d181389139"", ""userName"": ""مجتبى ”برشلوني دائماً وأبداً“ قدامة"", ""userImage"": ""https://play-lh.googleusercontent.com/a-/ALV-UjVLkmfqmQjWpiFgwazIwyVjAkMJsbnJP6IRqvuGSVwee4HxeAE"", ""content"": ""ارجوكم خلوه يعمل في السودان"", ""score"": 1, ""thumbsUpCount"": 0, ""reviewCreatedVersion"": ""1.434.9"", ""at"": ""2026-05-21 23:17:36"", ""replyContent"": null, ""repliedAt"": null, ""appVersion"": ""1.434.9""}"
"play_store","b0aa4551-6748-4702-bde1-4ed6669df5ff","flow","shrif mahmd","2026-05-21T23:05:59","sa","1","","حاله التطبيق غير شغال موبايلي هو note 9s","https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=b0aa4551-6748-4702-bde1-4ed6669df5ff","","0","{""reviewId"": ""b0aa4551-6748-4702-bde1-4ed6669df5ff"", ""userName"": ""shrif mahmd"", ""userImage"": ""https://play-lh.googleusercontent.com/a-/ALV-UjV0ZSozbdjo7uS-AsTn6nhjggAQP1l5DkNgQT5Cuda8Vm7MQk16"", ""content"": ""حاله التطبيق غير شغال موبايلي هو note 9s"", ""score"": 1, ""thumbsUpCount"": 0, ""reviewCreatedVersion"": ""1.434.9"", ""at"": ""2026-05-21 23:05:59"", ""replyContent"": null, ""repliedAt"": null, ""appVersion"": ""1.434.9""}"
"play_store","c97d6dc9-b257-4b45-8b41-6e5a19f7fdd5","flow","Mohamed","2026-05-21T22:44:53","sa","1","","Every time I log in, it logs me out again and asks me to log in again, and so on endlessly😡😡😡.","https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=c97d6dc9-b257-4b45-8b41-6e5a19f7fdd5","","1","{""reviewId"": ""c97d6dc9-b257-4b45-8b41-6e5a19f7fdd5"", ""userName"": ""Mohamed"", ""userImage"": ""https://play-lh.googleusercontent.com/a/ACg8ocLOAV4x9R9rga3_XHpVwuZ00Vqu2hygICljcHzpPvZSSTK9Bg=mo"", ""content"": ""Every time I log in, it logs me out again and asks me to log in again, and so on endlessly😡😡😡."", ""score"": 1, ""thumbsUpCount"": 1, ""reviewCreatedVersion"": ""1.434.9"", ""at"": ""2026-05-21 22:44:53"", ""replyContent"": null, ""repliedAt"": null, ""appVersion"": ""1.434.9""}"
"play_store","79806a17-fc02-4cfa-a2c3-2d890114f57d","flow","Imrane","2026-05-21T22:41:04","sa","5","","في بعض الأغلط بس لسى افضل من كتير من تطبيقات","https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=79806a17-fc02-4cfa-a2c3-2d890114f57d","","1","{""reviewId"": ""79806a17-fc02-4cfa-a2c3-2d890114f57d"", ""userName"": ""Imrane"", ""userImage"": ""https://play-lh.googleusercontent.com/a/ACg8ocKopxEo9BMFGFyWQgPKizXDI0tCxvyXrqILoVLz2O7ZNAwkEQ=mo"", ""content"": ""في بعض الأغلط بس لسى افضل من كتير من تطبيقات"", ""score"": 5, ""thumbsUpCount"": 1, ""reviewCreatedVersion"": ""1.434.9"", ""at"": ""2026-05-21 22:41:04"", ""replyContent"": null, ""repliedAt"": null, ""appVersion"": ""1.434.9""}"
"play_store","36fc864a-4d7f-4340-af93-ed1ef86ca684","flow","Agostina Ba","2026-05-21T22:28:33","es","5","","buena","https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=36fc864a-4d7f-4340-af93-ed1ef86ca684","","0","{""reviewId"": ""36fc864a-4d7f-4340-af93-ed1ef86ca684"", ""userName"": ""Agostina Ba"", ""userImage"": ""https://play-lh.googleusercontent.com/a-/ALV-UjVBWdatAmZwHeRsXFjcqsjousaa4_39AZni2O7-4-9xn33hGLeC"", ""content"": ""buena"", ""score"": 5, ""thumbsUpCount"": 0, ""reviewCreatedVersion"": null, ""at"": ""2026-05-21 22:28:33"", ""replyContent"": null, ""repliedAt"": null, ""appVersion"": null}"
"play_store","4fffc973-778a-4a59-b647-e980f0c68d32","flow","ALND ALI","2026-05-21T22:12:11","sa","1","","🤬","https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=4fffc973-778a-4a59-b647-e980f0c68d32","","0","{""reviewId"": ""4fffc973-778a-4a59-b647-e980f0c68d32"", ""userName"": ""ALND ALI"", ""userImage"": ""https://play-lh.googleusercontent.com/a-/ALV-UjWOTwZPAwciNPZXeUCXT2vuTLMHfzDFY-xOkT_nP83VHYu1NVs"", ""content"": ""🤬"", ""score"": 1, ""thumbsUpCount"": 0, ""reviewCreatedVersion"": ""1.434.9"", ""at"": ""2026-05-21 22:12:11"", ""replyContent"": null, ""repliedAt"": null, ""appVersion"": ""1.434.9""}"
"play_store","2f1d3c11-7a19-40d2-addb-40111434be3f","flow","Eyad Alghandour","2026-05-21T22:09:01","us","5","","is really good 👍 I love you google ❤️","https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=2f1d3c11-7a19-40d2-addb-40111434be3f","","0","{""reviewId"": ""2f1d3c11-7a19-40d2-addb-40111434be3f"", ""userName"": ""Eyad Alghandour"", ""userImage"": ""https://play-lh.googleusercontent.com/a-/ALV-UjViev0DN7cCckG3aaViNyOfn3Lf-4uoHn3LpyyCRA0UBjQXBTNm"", ""content"": ""is really good 👍 I love you google ❤️"", ""score"": 5, ""thumbsUpCount"": 0, ""reviewCreatedVersion"": null, ""at"": ""2026-05-21 22:09:01"", ""replyContent"": null, ""repliedAt"": null, ""appVersion"": null}"
"play_store","e7ccb914-5b7a-4af3-87e9-c848c82fb9cd","flow","david dany","2026-05-21T21:49:11","us","5","","unbelievable 🔥","https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=e7ccb914-5b7a-4af3-87e9-c848c82fb9cd","","0","{""reviewId"": ""e7ccb914-5b7a-4af3-87e9-c848c82fb9cd"", ""userName"": ""david dany"", ""userImage"": ""https://play-lh.googleusercontent.com/a-/ALV-UjU1GU8jd1jOAfleiEaJVAZHC0PGkbSbfaDpk8U4rPfcxXCSkRc5PQ"", ""content"": ""unbelievable 🔥"", ""score"": 5, ""thumbsUpCount"": 0, ""reviewCreatedVersion"": ""1.434.9"", ""at"": ""2026-05-21 21:49:11"", ""replyContent"": null, ""repliedAt"": null, ""appVersion"": ""1.434.9""}"
"play_store","af868fda-18cd-436b-8957-4e5ef469fe6d","flow","نعمان راجح","2026-05-21T21:48:27","sa","5","","ممتاز","https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=af868fda-18cd-436b-8957-4e5ef469fe6d","","0","{""reviewId"": ""af868fda-18cd-436b-8957-4e5ef469fe6d"", ""userName"": ""نعمان راجح"", ""userImage"": ""https://play-lh.googleusercontent.com/a-/ALV-UjUFD_ddcFD6N5gkVSYMlYkIFjDAn27XCOoPFa-ZERWNdXdnWx4x"", ""content"": ""ممتاز"", ""score"": 5, ""thumbsUpCount"": 0, ""reviewCreatedVersion"": null, ""at"": ""2026-05-21 21:48:27"", ""replyContent"": null, ""repliedAt"": null, ""appVersion"": null}"
"play_store","c23b314e-acec-438c-a39d-dba9b0f70327","flow","Muhammad","2026-05-21T21:47:33","sa","5","","جميل جدا","https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=c23b314e-acec-438c-a39d-dba9b0f70327","","0","{""reviewId"": ""c23b314e-acec-438c-a39d-dba9b0f70327"", ""userName"": ""Muhammad"", ""userImage"": ""https://play-lh.googleusercontent.com/a/ACg8ocLzeHpi22nsNR7ve9vBm9Yh2pMdQ2MkH6OxkHmvOT7rzckKDw=mo"", ""content"": ""جميل جدا"", ""score"": 5, ""thumbsUpCount"": 0, ""reviewCreatedVersion"": null, ""at"": ""2026-05-21 21:47:33"", ""replyContent"": null, ""repliedAt"": null, ""appVersion"": null}"
"play_store","a5ebc7ab-962e-43d4-994e-c3bb25cdf233","flow","kiro","2026-05-21T21:40:46","sa","5","","gooooooooooooooood","https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=a5ebc7ab-962e-43d4-994e-c3bb25cdf233","","0","{""reviewId"": ""a5ebc7ab-962e-43d4-994e-c3bb25cdf233"", ""userName"": ""kiro"", ""userImage"": ""https://play-lh.googleusercontent.com/a-/ALV-UjU0cUGXzGvKFri3FN8SEZXjnOr1I4FRc3vvaYFnWQGflcF9jkHd"", ""content"": ""gooooooooooooooood"", ""score"": 5, ""thumbsUpCount"": 0, ""reviewCreatedVersion"": ""1.434.9"", ""at"": ""2026-05-21 21:40:46"", ""replyContent"": null, ""repliedAt"": null, ""appVersion"": ""1.434.9""}"
"play_store","4f3586ff-5ba5-43b1-b7c7-0d861961a2bc","flow","Diffjuffjuf Diffjuffjif","2026-05-21T21:37:29","sa","1","","سيء ولاانصح احد بتنزيله ويعلق ومايشتغل منيح ولازم تدفع مصاري اذا بدك تستخدم زيادة","https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=4f3586ff-5ba5-43b1-b7c7-0d861961a2bc","","0","{""reviewId"": ""4f3586ff-5ba5-43b1-b7c7-0d861961a2bc"", ""userName"": ""Diffjuffjuf Diffjuffjif"", ""userImage"": ""https://play-lh.googleusercontent.com/a/ACg8ocL-508DDDQQmR3KEjnHu65F1Uubmvq_H3rozVyTJX6tRgwkpw=mo"", ""content"": ""سيء ولاانصح احد بتنزيله ويعلق ومايشتغل منيح ولازم تدفع مصاري اذا بدك تستخدم زيادة"", ""score"": 1, ""thumbsUpCount"": 0, ""reviewCreatedVersion"": ""1.434.9"", ""at"": ""2026-05-21 21:37:29"", ""replyContent"": null, ""repliedAt"": null, ""appVersion"": ""1.434.9""}"
"play_store","d4116314-8da0-4b82-9bd9-f2f0270c7834","flow","يوسف ال جواد","2026-05-21T21:31:25","sa","1","","بيقول لي لا يتوفر خدمه فلو جوجل","https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=d4116314-8da0-4b82-9bd9-f2f0270c7834","","0","{""reviewId"": ""d4116314-8da0-4b82-9bd9-f2f0270c7834"", ""userName"": ""يوسف ال جواد"", ""userImage"": ""https://play-lh.googleusercontent.com/a/ACg8ocKDNwuflX2HI9MAYETAKSilD_jyPo06ljXSF_16IhZ0hZo5GA=mo"", ""content"": ""بيقول لي لا يتوفر خدمه فلو جوجل"", ""score"": 1, ""thumbsUpCount"": 0, ""reviewCreatedVersion"": null, ""at"": ""2026-05-21 21:31:25"", ""replyContent"": null, ""repliedAt"": null, ""appVersion"": null}"
